No input file given, ALL IS LOST. ABANDON SHIP!!!!!!!!!!!!!!!!
Token List:
  >>  Ln:   1	Cl: 1		Type:  MP_PROGRAM		Lex:  program
  >>  Ln:   947	Cl: 14		Type:  MP_END		Lex:  end
  >>  Ln:   947	Cl: 17		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   949	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   950	Cl: 14		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   952	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   952	Cl: 14		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   954	Cl: 8		Type:  MP_PROCEDURE		Lex:  procedure
  >>  Ln:   954	Cl: 18		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   954	Cl: 20		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   956	Cl: 11		Type:  MP_PROCEDURE		Lex:  procedure
  >>  Ln:   956	Cl: 21		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   956	Cl: 23		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   958	Cl: 14		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   960	Cl: 17		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   961	Cl: 21		Type:  MP_READ		Lex:  read
  >>  Ln:   961	Cl: 25		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   961	Cl: 27		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   961	Cl: 29		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   962	Cl: 17		Type:  MP_END		Lex:  end
  >>  Ln:   963	Cl: 14		Type:  MP_END		Lex:  end
  >>  Ln:   963	Cl: 17		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   965	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   967	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   967	Cl: 14		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   969	Cl: 8		Type:  MP_FUNCTION		Lex:  function
  >>  Ln:   969	Cl: 17		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   969	Cl: 19		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   969	Cl: 21		Type:  MP_VAR		Lex:  var
  >>  Ln:   969	Cl: 25		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   969	Cl: 27		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   969	Cl: 29		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   969	Cl: 31		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   969	Cl: 33		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   969	Cl: 35		Type:  MP_COLON		Lex:  :
  >>  Ln:   969	Cl: 37		Type:  MP_BOOLEAN		Lex:  boolean
  >>  Ln:   969	Cl: 44		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   970	Cl: 12		Type:  MP_VAR		Lex:  var
  >>  Ln:   970	Cl: 16		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   970	Cl: 18		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   970	Cl: 20		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   970	Cl: 22		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   970	Cl: 24		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   970	Cl: 26		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   970	Cl: 28		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   970	Cl: 30		Type:  MP_COLON		Lex:  :
  >>  Ln:   970	Cl: 32		Type:  MP_INTEGER		Lex:  integer
  >>  Ln:   970	Cl: 39		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   970	Cl: 40		Type:  MP_COLON		Lex:  :
  >>  Ln:   970	Cl: 42		Type:  MP_BOOLEAN		Lex:  boolean
  >>  Ln:   970	Cl: 49		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   971	Cl: 12		Type:  MP_VAR		Lex:  var
  >>  Ln:   971	Cl: 16		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   971	Cl: 18		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   971	Cl: 20		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   971	Cl: 22		Type:  MP_COLON		Lex:  :
  >>  Ln:   971	Cl: 24		Type:  MP_BOOLEAN		Lex:  boolean
  >>  Ln:   971	Cl: 31		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   973	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   975	Cl: 14		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   977	Cl: 17		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   978	Cl: 21		Type:  MP_READ		Lex:  read
  >>  Ln:   978	Cl: 25		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   978	Cl: 27		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   978	Cl: 29		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   979	Cl: 17		Type:  MP_END		Lex:  end
  >>  Ln:   980	Cl: 14		Type:  MP_END		Lex:  end
  >>  Ln:   981	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   981	Cl: 14		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   983	Cl: 8		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   985	Cl: 8		Type:  MP_END		Lex:  end
  >>  Ln:   985	Cl: 11		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   987	Cl: 5		Type:  MP_PROCEDURE		Lex:  procedure
  >>  Ln:   987	Cl: 15		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   987	Cl: 17		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   989	Cl: 8		Type:  MP_PROCEDURE		Lex:  procedure
  >>  Ln:   989	Cl: 18		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   989	Cl: 20		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   989	Cl: 22		Type:  MP_VAR		Lex:  var
  >>  Ln:   989	Cl: 26		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   989	Cl: 28		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   989	Cl: 30		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   989	Cl: 32		Type:  MP_COLON		Lex:  :
  >>  Ln:   989	Cl: 34		Type:  MP_STRING		Lex:  string
  >>  Ln:   989	Cl: 40		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   990	Cl: 12		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   990	Cl: 14		Type:  MP_COLON		Lex:  :
  >>  Ln:   990	Cl: 16		Type:  MP_STRING		Lex:  string
  >>  Ln:   990	Cl: 22		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   991	Cl: 12		Type:  MP_VAR		Lex:  var
  >>  Ln:   991	Cl: 16		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   991	Cl: 18		Type:  MP_COLON		Lex:  :
  >>  Ln:   991	Cl: 20		Type:  MP_STRING		Lex:  string
  >>  Ln:   991	Cl: 26		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   991	Cl: 27		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   993	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   994	Cl: 15		Type:  MP_WHILE		Lex:  while
  >>  Ln:   994	Cl: 20		Type:  MP_MINUS		Lex:  -
  >>  Ln:   994	Cl: 22		Type:  MP_FIXED_LIT		Lex:  3.14159
  >>  Ln:   994	Cl: 29		Type:  MP_GTHAN		Lex:  >
  >>  Ln:   994	Cl: 31		Type:  MP_STRING_LIT		Lex:  "STRING"
  >>  Ln:   994	Cl: 40		Type:  MP_DO		Lex:  do
  >>  Ln:   995	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   995	Cl: 14		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   997	Cl: 8		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   998	Cl: 11		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   999	Cl: 12		Type:  MP_IF		Lex:  if
  >>  Ln:   999	Cl: 15		Type:  MP_TRUE		Lex:  true
  >>  Ln:   999	Cl: 20		Type:  MP_THEN		Lex:  then
  >>  Ln:   999	Cl: 25		Type:  MP_WRITELN		Lex:  writeln
  >>  Ln:   999	Cl: 32		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 33		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 35		Type:  MP_NOT		Lex:  not
  >>  Ln:   999	Cl: 38		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 39		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 40		Type:  MP_MINUS		Lex:  -
  >>  Ln:   999	Cl: 42		Type:  MP_NOT		Lex:  not
  >>  Ln:   999	Cl: 46		Type:  MP_TRUE		Lex:  true
  >>  Ln:   999	Cl: 50		Type:  MP_LTHAN		Lex:  <
  >>  Ln:   999	Cl: 51		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 53		Type:  MP_STRING_LIT		Lex:  "STRING"
  >>  Ln:   999	Cl: 62		Type:  MP_OR		Lex:  or
  >>  Ln:   999	Cl: 65		Type:  MP_FALSE		Lex:  false
  >>  Ln:   999	Cl: 70		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   999	Cl: 71		Type:  MP_FLOAT_DIVIDE		Lex:  /
  >>  Ln:   999	Cl: 73		Type:  MP_TRUE		Lex:  true
  >>  Ln:   999	Cl: 77		Type:  MP_FLOAT_DIVIDE		Lex:  /
  >>  Ln:   999	Cl: 78		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   999	Cl: 80		Type:  MP_FALSE		Lex:  false
  >>  Ln:   999	Cl: 85		Type:  MP_EQUAL		Lex:  =
  >>  Ln:   999	Cl: 87		Type:  MP_FALSE		Lex:  false
  >>  Ln:   999	Cl: 92		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   999	Cl: 93		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   999	Cl: 94		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   999	Cl: 95		Type:  MP_NEQUAL		Lex:  <>
  >>  Ln:   999	Cl: 98		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   999	Cl: 100		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   999	Cl: 101		Type:  MP_EQUAL		Lex:  =
  >>  Ln:   999	Cl: 103		Type:  MP_FIXED_LIT		Lex:  3.14159
  >>  Ln:   999	Cl: 110		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   999	Cl: 112		Type:  MP_STRING_LIT		Lex:  "STRING"
  >>  Ln:   999	Cl: 120		Type:  MP_COMMA		Lex:  ,
  >>  Ln:   999	Cl: 122		Type:  MP_INTEGER_LIT		Lex:  42
  >>  Ln:   999	Cl: 124		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   1000	Cl: 8		Type:  MP_END		Lex:  end
  >>  Ln:   1000	Cl: 11		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1002	Cl: 5		Type:  MP_FUNCTION		Lex:  function
  >>  Ln:   1002	Cl: 14		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1002	Cl: 16		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   1002	Cl: 18		Type:  MP_VAR		Lex:  var
  >>  Ln:   1002	Cl: 22		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1002	Cl: 24		Type:  MP_COLON		Lex:  :
  >>  Ln:   1002	Cl: 26		Type:  MP_STRING		Lex:  string
  >>  Ln:   1002	Cl: 32		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   1002	Cl: 33		Type:  MP_COLON		Lex:  :
  >>  Ln:   1002	Cl: 35		Type:  MP_INTEGER		Lex:  integer
  >>  Ln:   1002	Cl: 42		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1004	Cl: 8		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1006	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1008	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   1009	Cl: 8		Type:  MP_END		Lex:  end
  >>  Ln:   1009	Cl: 11		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1011	Cl: 5		Type:  MP_FUNCTION		Lex:  function
  >>  Ln:   1011	Cl: 14		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1011	Cl: 16		Type:  MP_LPAREN		Lex:  (
  >>  Ln:   1011	Cl: 18		Type:  MP_VAR		Lex:  var
  >>  Ln:   1011	Cl: 22		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1011	Cl: 24		Type:  MP_COLON		Lex:  :
  >>  Ln:   1011	Cl: 26		Type:  MP_BOOLEAN		Lex:  boolean
  >>  Ln:   1011	Cl: 33		Type:  MP_RPAREN		Lex:  )
  >>  Ln:   1011	Cl: 34		Type:  MP_COLON		Lex:  :
  >>  Ln:   1011	Cl: 36		Type:  MP_BOOLEAN		Lex:  boolean
  >>  Ln:   1011	Cl: 43		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1012	Cl: 9		Type:  MP_VAR		Lex:  var
  >>  Ln:   1012	Cl: 13		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1012	Cl: 15		Type:  MP_COLON		Lex:  :
  >>  Ln:   1012	Cl: 17		Type:  MP_INTEGER		Lex:  integer
  >>  Ln:   1012	Cl: 24		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1014	Cl: 8		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1016	Cl: 11		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1017	Cl: 15		Type:  MP_IDENTIFIER		Lex:  ID
  >>  Ln:   1018	Cl: 11		Type:  MP_END		Lex:  end
  >>  Ln:   1019	Cl: 8		Type:  MP_END		Lex:  end
  >>  Ln:   1019	Cl: 11		Type:  MP_SCOLON		Lex:  ;
  >>  Ln:   1021	Cl: 5		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1023	Cl: 8		Type:  MP_BEGIN		Lex:  begin
  >>  Ln:   1025	Cl: 8		Type:  MP_END		Lex:  end
  >>  Ln:   1026	Cl: 5		Type:  MP_END		Lex:  end
  >>  Ln:   1026	Cl: 8		Type:  MP_PERIOD		Lex:  .
Parsing...
               MP_PROGRAM -> SystemGoal
               MP_PROGRAM ->    Program
               MP_PROGRAM ->       ProgramHeading
               MP_PROGRAM ==          MP_PROGRAM
            MP_IDENTIFIER ->          ProgramIdentifier
            MP_IDENTIFIER ==             MP_IDENTIFIER
                MP_SCOLON ==       MP_SCOLON
              MP_FUNCTION ->       Block
              MP_FUNCTION ->          VariableDeclarationPart
              MP_FUNCTION ->          ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->             FunctionDeclaration
              MP_FUNCTION ->                FunctionHeading
              MP_FUNCTION ==                   MP_FUNCTION
            MP_IDENTIFIER ->                   FunctionIdentifier
            MP_IDENTIFIER ==                      MP_IDENTIFIER
                 MP_COLON ->                   OptionalFormalParameterList
                 MP_COLON ==                   MP_COLON
               MP_BOOLEAN ->                   Type
               MP_BOOLEAN ==                      MP_BOOLEAN
                MP_SCOLON ==                MP_SCOLON
                   MP_VAR ->                Block
                   MP_VAR ->                   VariableDeclarationPart
                   MP_VAR ==                      MP_VAR
            MP_IDENTIFIER ->                      VariableDelcaration
            MP_IDENTIFIER ->                         IdentifierList
            MP_IDENTIFIER ==                            MP_IDENTIFIER
                 MP_COMMA ->                            IdentifierTail
                 MP_COMMA ==                               MP_COMMA
            MP_IDENTIFIER ==                               MP_IDENTIFIER
                 MP_COMMA ->                               IdentifierTail
                 MP_COMMA ==                                  MP_COMMA
            MP_IDENTIFIER ==                                  MP_IDENTIFIER
                 MP_COMMA ->                                  IdentifierTail
                 MP_COMMA ==                                     MP_COMMA
            MP_IDENTIFIER ==                                     MP_IDENTIFIER
                 MP_COMMA ->                                     IdentifierTail
                 MP_COMMA ==                                        MP_COMMA
            MP_IDENTIFIER ==                                        MP_IDENTIFIER
                 MP_COMMA ->                                        IdentifierTail
                 MP_COMMA ==                                           MP_COMMA
            MP_IDENTIFIER ==                                           MP_IDENTIFIER
                 MP_COMMA ->                                           IdentifierTail
                 MP_COMMA ==                                              MP_COMMA
            MP_IDENTIFIER ==                                              MP_IDENTIFIER
                 MP_COLON ->                                              IdentifierTail
                 MP_COLON ==                         MP_COLON
               MP_BOOLEAN ->                         Type
               MP_BOOLEAN ==                            MP_BOOLEAN
                MP_SCOLON ==                      MP_SCOLON
              MP_FUNCTION ->                      VariableDeclarationTail
              MP_FUNCTION ->                   ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                      FunctionDeclaration
              MP_FUNCTION ->                         FunctionHeading
              MP_FUNCTION ==                            MP_FUNCTION
            MP_IDENTIFIER ->                            FunctionIdentifier
            MP_IDENTIFIER ==                               MP_IDENTIFIER
                 MP_COLON ->                            OptionalFormalParameterList
                 MP_COLON ==                            MP_COLON
               MP_INTEGER ->                            Type
               MP_INTEGER ==                               MP_INTEGER
                MP_SCOLON ==                         MP_SCOLON
                 MP_BEGIN ->                         Block
                 MP_BEGIN ->                            VariableDeclarationPart
                 MP_BEGIN ->                            ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                            StatementPart
                 MP_BEGIN ->                               CompoundStatement
                 MP_BEGIN ==                                  MP_BEGIN
                   MP_FOR ->                                  StatementSequence
                   MP_FOR ->                                     Statement
                   MP_FOR ->                                        ForStatement
                   MP_FOR ==                                           MP_FOR
            MP_IDENTIFIER ->                                           ControlVariable
            MP_IDENTIFIER ->                                              VariableIdentifier
            MP_IDENTIFIER ==                                                 MP_IDENTIFIER
                MP_ASSIGN ==                                           MP_ASSIGN
                 MP_FALSE ->                                           InitialValue
                 MP_FALSE ->                                              OrdinalExpression
                 MP_FALSE ->                                                 Expression
                 MP_FALSE ->                                                    SimpleExpression
                 MP_FALSE ->                                                       OptionalSign
                 MP_FALSE ->                                                       Term
                 MP_FALSE ->                                                          Factor
                 MP_FALSE ==                                                             MP_FALSE
                 MP_TIMES ->                                                          FactorTail
                 MP_TIMES ->                                                             MultiplyingOperator
                 MP_TIMES ==                                                                MP_TIMES
                 MP_FALSE ->                                                             Factor
                 MP_FALSE ==                                                                MP_FALSE
                MP_DOWNTO ->                                                             FactorTail
                MP_DOWNTO ->                                                       TermTail
                MP_DOWNTO ->                                                    OptionalRelationalPart
                MP_DOWNTO ->                                           StepValue
                MP_DOWNTO ==                                              MP_DOWNTO
           MP_INTEGER_LIT ->                                           FinalValue
           MP_INTEGER_LIT ->                                              OrdinalExpression
           MP_INTEGER_LIT ->                                                 Expression
           MP_INTEGER_LIT ->                                                    SimpleExpression
           MP_INTEGER_LIT ->                                                       OptionalSign
           MP_INTEGER_LIT ->                                                       Term
           MP_INTEGER_LIT ->                                                          Factor
           MP_INTEGER_LIT ==                                                             MP_INTEGER_LIT
                 MP_TIMES ->                                                          FactorTail
                 MP_TIMES ->                                                             MultiplyingOperator
                 MP_TIMES ==                                                                MP_TIMES
           MP_INTEGER_LIT ->                                                             Factor
           MP_INTEGER_LIT ==                                                                MP_INTEGER_LIT
                   MP_MOD ->                                                             FactorTail
                   MP_MOD ->                                                                MultiplyingOperator
                   MP_MOD ==                                                                   MP_MOD
           MP_INTEGER_LIT ->                                                                Factor
           MP_INTEGER_LIT ==                                                                   MP_INTEGER_LIT
                   MP_DIV ->                                                                FactorTail
                   MP_DIV ->                                                                   MultiplyingOperator
                   MP_DIV ==                                                                      MP_DIV
                 MP_FALSE ->                                                                   Factor
                 MP_FALSE ==                                                                      MP_FALSE
                 MP_MINUS ->                                                                   FactorTail
                 MP_MINUS ->                                                       TermTail
                 MP_MINUS ->                                                          AddingOperator
                 MP_MINUS ==                                                             MP_MINUS
                   MP_NOT ->                                                          Term
                   MP_NOT ->                                                             Factor
                   MP_NOT ==                                                                MP_NOT
             MP_FIXED_LIT ->                                                                Factor
             MP_FIXED_LIT ==                                                                   MP_FIXED_LIT
                MP_LEQUAL ->                                                             FactorTail
                MP_LEQUAL ->                                                          TermTail
                MP_LEQUAL ->                                                    OptionalRelationalPart
                MP_LEQUAL ->                                                       RelationalOperator
                MP_LEQUAL ==                                                          MP_LEQUAL
                  MP_TRUE ->                                                       SimpleExpression
                  MP_TRUE ->                                                          OptionalSign
                  MP_TRUE ->                                                          Term
                  MP_TRUE ->                                                             Factor
                  MP_TRUE ==                                                                MP_TRUE
                   MP_DIV ->                                                             FactorTail
                   MP_DIV ->                                                                MultiplyingOperator
                   MP_DIV ==                                                                   MP_DIV
                 MP_FALSE ->                                                                Factor
                 MP_FALSE ==                                                                   MP_FALSE
                    MP_DO ->                                                                FactorTail
                    MP_DO ->                                                          TermTail
                    MP_DO ==                                           MP_DO
               MP_WRITELN ->                                           Statement
               MP_WRITELN ->                                              WriteStatement
               MP_WRITELN ==                                                 MP_WRITELN
                MP_LPAREN ==                                                 MP_LPAREN
                 MP_FALSE ->                                                 WriteParameter
                 MP_FALSE ->                                                    OrdinalExpression
                 MP_FALSE ->                                                       Expression
                 MP_FALSE ->                                                          SimpleExpression
                 MP_FALSE ->                                                             OptionalSign
                 MP_FALSE ->                                                             Term
                 MP_FALSE ->                                                                Factor
                 MP_FALSE ==                                                                   MP_FALSE
                MP_LEQUAL ->                                                                FactorTail
                MP_LEQUAL ->                                                             TermTail
                MP_LEQUAL ->                                                          OptionalRelationalPart
                MP_LEQUAL ->                                                             RelationalOperator
                MP_LEQUAL ==                                                                MP_LEQUAL
           MP_INTEGER_LIT ->                                                             SimpleExpression
           MP_INTEGER_LIT ->                                                                OptionalSign
           MP_INTEGER_LIT ->                                                                Term
           MP_INTEGER_LIT ->                                                                   Factor
           MP_INTEGER_LIT ==                                                                      MP_INTEGER_LIT
                   MP_AND ->                                                                   FactorTail
                   MP_AND ->                                                                      MultiplyingOperator
                   MP_AND ==                                                                         MP_AND
           MP_INTEGER_LIT ->                                                                      Factor
           MP_INTEGER_LIT ==                                                                         MP_INTEGER_LIT
                 MP_TIMES ->                                                                      FactorTail
                 MP_TIMES ->                                                                         MultiplyingOperator
                 MP_TIMES ==                                                                            MP_TIMES
                  MP_TRUE ->                                                                         Factor
                  MP_TRUE ==                                                                            MP_TRUE
                 MP_COMMA ->                                                                         FactorTail
                 MP_COMMA ->                                                                TermTail
                 MP_COMMA ->                                                 WriteParameterTail
                 MP_COMMA ==                                                    MP_COMMA
                MP_LPAREN ->                                                    WriteParameter
                MP_LPAREN ->                                                       OrdinalExpression
                MP_LPAREN ->                                                          Expression
                MP_LPAREN ->                                                             SimpleExpression
                MP_LPAREN ->                                                                OptionalSign
                MP_LPAREN ->                                                                Term
                MP_LPAREN ->                                                                   Factor
                MP_LPAREN ==                                                                      MP_LPAREN
                MP_LPAREN ->                                                                      Expression
                MP_LPAREN ->                                                                         SimpleExpression
                MP_LPAREN ->                                                                            OptionalSign
                MP_LPAREN ->                                                                            Term
                MP_LPAREN ->                                                                               Factor
                MP_LPAREN ==                                                                                  MP_LPAREN
             MP_FIXED_LIT ->                                                                                  Expression
             MP_FIXED_LIT ->                                                                                     SimpleExpression
             MP_FIXED_LIT ->                                                                                        OptionalSign
             MP_FIXED_LIT ->                                                                                        Term
             MP_FIXED_LIT ->                                                                                           Factor
             MP_FIXED_LIT ==                                                                                              MP_FIXED_LIT
                MP_RPAREN ->                                                                                           FactorTail
                MP_RPAREN ->                                                                                        TermTail
                MP_RPAREN ->                                                                                     OptionalRelationalPart
                MP_RPAREN ==                                                                                  MP_RPAREN
                MP_RPAREN ->                                                                               FactorTail
                MP_RPAREN ->                                                                            TermTail
                MP_RPAREN ->                                                                         OptionalRelationalPart
                MP_RPAREN ==                                                                      MP_RPAREN
                MP_NEQUAL ->                                                                   FactorTail
                MP_NEQUAL ->                                                                TermTail
                MP_NEQUAL ->                                                             OptionalRelationalPart
                MP_NEQUAL ->                                                                RelationalOperator
                MP_NEQUAL ==                                                                   MP_NEQUAL
                   MP_NOT ->                                                                SimpleExpression
                   MP_NOT ->                                                                   OptionalSign
                   MP_NOT ->                                                                   Term
                   MP_NOT ->                                                                      Factor
                   MP_NOT ==                                                                         MP_NOT
                  MP_TRUE ->                                                                         Factor
                  MP_TRUE ==                                                                            MP_TRUE
                MP_RPAREN ->                                                                      FactorTail
                MP_RPAREN ->                                                                   TermTail
                MP_RPAREN ->                                                    WriteParameterTail
                MP_RPAREN ==                                                 MP_RPAREN
                   MP_END ->                                     StatementTail
                   MP_END ==                                  MP_END
                MP_SCOLON ==                         MP_SCOLON
              MP_FUNCTION ->                      ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                         FunctionDeclaration
              MP_FUNCTION ->                            FunctionHeading
              MP_FUNCTION ==                               MP_FUNCTION
            MP_IDENTIFIER ->                               FunctionIdentifier
            MP_IDENTIFIER ==                                  MP_IDENTIFIER
                 MP_COLON ->                               OptionalFormalParameterList
                 MP_COLON ==                               MP_COLON
               MP_BOOLEAN ->                               Type
               MP_BOOLEAN ==                                  MP_BOOLEAN
                MP_SCOLON ==                            MP_SCOLON
                   MP_VAR ->                            Block
                   MP_VAR ->                               VariableDeclarationPart
                   MP_VAR ==                                  MP_VAR
            MP_IDENTIFIER ->                                  VariableDelcaration
            MP_IDENTIFIER ->                                     IdentifierList
            MP_IDENTIFIER ==                                        MP_IDENTIFIER
                 MP_COLON ->                                        IdentifierTail
                 MP_COLON ==                                     MP_COLON
               MP_INTEGER ->                                     Type
               MP_INTEGER ==                                        MP_INTEGER
                MP_SCOLON ==                                  MP_SCOLON
              MP_FUNCTION ->                                  VariableDeclarationTail
              MP_FUNCTION ->                               ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                                  FunctionDeclaration
              MP_FUNCTION ->                                     FunctionHeading
              MP_FUNCTION ==                                        MP_FUNCTION
            MP_IDENTIFIER ->                                        FunctionIdentifier
            MP_IDENTIFIER ==                                           MP_IDENTIFIER
                 MP_COLON ->                                        OptionalFormalParameterList
                 MP_COLON ==                                        MP_COLON
               MP_BOOLEAN ->                                        Type
               MP_BOOLEAN ==                                           MP_BOOLEAN
                MP_SCOLON ==                                     MP_SCOLON
                 MP_BEGIN ->                                     Block
                 MP_BEGIN ->                                        VariableDeclarationPart
                 MP_BEGIN ->                                        ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                        StatementPart
                 MP_BEGIN ->                                           CompoundStatement
                 MP_BEGIN ==                                              MP_BEGIN
                    MP_IF ->                                              StatementSequence
                    MP_IF ->                                                 Statement
                    MP_IF ->                                                    IfStatement
                    MP_IF ==                                                       MP_IF
                  MP_PLUS ->                                                       BooleanExpression
                  MP_PLUS ->                                                          Expression
                  MP_PLUS ->                                                             SimpleExpression
                  MP_PLUS ->                                                                OptionalSign
                  MP_PLUS ==                                                                   MP_PLUS
                   MP_NOT ->                                                                Term
                   MP_NOT ->                                                                   Factor
                   MP_NOT ==                                                                      MP_NOT
             MP_FIXED_LIT ->                                                                      Factor
             MP_FIXED_LIT ==                                                                         MP_FIXED_LIT
                    MP_OR ->                                                                   FactorTail
                    MP_OR ->                                                                TermTail
                    MP_OR ->                                                                   AddingOperator
                    MP_OR ==                                                                      MP_OR
                   MP_NOT ->                                                                   Term
                   MP_NOT ->                                                                      Factor
                   MP_NOT ==                                                                         MP_NOT
                 MP_FALSE ->                                                                         Factor
                 MP_FALSE ==                                                                            MP_FALSE
